ID,랜드마크,카테고리,설명,Landmark,Category,Explanation,GPS,Address
kor-seoul-0011,창경궁,"역사, 문화, 자연","창경궁은 조선 시대의 왕과 왕비, 후궁들이 생활하던 궁궐로, 1483년 성종에 의해 건립되었습니다. 창경궁은 창덕궁과 인접해 있으며, 두 궁궐은 하나의 큰 궁궐 단지를 이루고 있습니다. 이곳은 특히 아름다운 정원과 함께 한국 전통 건축의 우아함을 느낄 수 있는 장소로, 자연과 어우러진 고즈넉한 분위기가 특징입니다. 창경궁은 역사적 의미뿐만 아니라 조선 왕조의 일상 생활을 엿볼 수 있는 중요한 문화재로 평가받고 있습니다.

창경궁 내에는 명정전, 문정전, 통명전 등의 건축물이 있으며, 각각의 건물은 고유의 역할과 아름다움을 지니고 있습니다. 특히, 명정전은 창경궁의 중심 건물로, 왕이 신하들과 함께 중요한 국가의 일을 논의하던 장소입니다. 창경궁은 창덕궁과 함께 후원을 공유하고 있으며, 이곳에서는 고요한 연못과 정자가 어우러진 한국 전통 정원의 아름다움을 만끽할 수 있습니다. 후원은 특히 봄과 가을에 그 절경이 빛을 발합니다.

창경궁은 또한 사계절 내내 아름다운 자연경관을 즐길 수 있는 곳으로, 특히 벚꽃이 피는 봄과 단풍이 드는 가을에 많은 방문객이 찾습니다. 궁궐 내의 다양한 정원과 산책로는 도심 속에서 자연을 느낄 수 있는 휴식처를 제공합니다. 창경궁은 서울에서 한국의 역사와 문화를 깊이 체험할 수 있는 중요한 명소로, 전통 건축과 자연이 조화를 이루는 공간에서 조선 시대의 왕실 생활을 엿볼 수 있는 특별한 경험을 선사합니다.",Changgyeonggung,"History, Culture, Nature","Changgyeonggung is a palace where the kings, queens, and concubines of the Joseon Dynasty lived, built by King Seongjong in 1483. Adjacent to Changdeokgung, the two palaces together form a large palace complex. Changgyeonggung is renowned for its beautiful gardens and the elegance of traditional Korean architecture, offering a serene atmosphere that blends harmoniously with nature. It is not only historically significant but also an important cultural heritage site that provides insights into the daily life of the Joseon Dynasty.

Within Changgyeonggung, notable buildings include Myeongjeongjeon, Munjeongjeon, and Tongmyeongjeon, each with its unique role and beauty. Myeongjeongjeon, the central building of Changgyeonggung, was where the king conducted state affairs with his officials. Changgyeonggung shares the Secret Garden (Huwon) with Changdeokgung, where visitors can enjoy the tranquil beauty of ponds and pavilions that exemplify the Korean traditional garden's aesthetic. The garden is especially breathtaking in spring and autumn.

Changgyeonggung is also a place where you can enjoy beautiful natural scenery throughout the year, with spring cherry blossoms and autumn foliage attracting many visitors. The various gardens and walking paths within the palace provide a peaceful retreat where you can connect with nature in the heart of the city. Changgyeonggung is a significant site in Seoul for experiencing Korea's history and culture, offering a unique glimpse into the royal life of the Joseon Dynasty in a setting where traditional architecture and nature coexist in harmony.","37.5786° N, 126.9951° E",서울특별시 종로구 창경궁로 185
kor-seoul-0012,삼성 코엑스몰,"쇼핑, 체험, 문화","삼성 코엑스몰은 서울 강남구에 위치한 아시아 최대 규모의 지하 쇼핑몰로, 다양한 쇼핑, 문화, 체험을 한곳에서 즐길 수 있는 복합 공간입니다. 코엑스몰은 최신 패션 브랜드부터 전자 제품, 서점까지 다양한 상점이 모여 있어 쇼핑객들에게 다양한 선택지를 제공합니다. 또한, 이곳은 아쿠아리움, 영화관, 그리고 다양한 전시회와 이벤트가 열리는 컨벤션 센터를 갖추고 있어 방문객들이 하루 종일 즐길 수 있는 공간입니다. 삼성 코엑스몰은 특히 강남의 활기찬 분위기를 체험하고 싶은 이들에게 최적의 장소입니다.

코엑스몰 내의 코엑스 아쿠아리움은 40,000여 마리의 해양 생물을 가까이에서 볼 수 있는 서울의 대표적인 아쿠아리움입니다. 가족 단위 방문객들에게 인기가 많으며, 교육적인 경험을 제공하는 동시에 오락적인 요소도 갖추고 있습니다. 또한, 메가박스 코엑스는 최신 영화를 감상할 수 있는 영화관으로, 고급스러운 상영관과 최신식 시설을 갖추고 있어 영화 애호가들에게 인기가 높습니다. 이 밖에도, 코엑스몰에서는 다양한 문화 공연과 전시회가 정기적으로 열려, 문화적 체험을 즐길 수 있는 장소이기도 합니다.

코엑스몰 주변에는 다양한 식당과 카페가 위치해 있어, 쇼핑과 체험 후 휴식을 취할 수 있는 공간도 충분히 마련되어 있습니다. 이곳에서는 한국 전통 음식부터 세계 각국의 요리까지 다양한 음식을 즐길 수 있습니다. 삼성 코엑스몰은 쇼핑, 엔터테인먼트, 문화 체험이 모두 가능한 복합 공간으로, 서울의 현대적이고 세련된 면모를 경험할 수 있는 대표적인 장소입니다.",Samseong COEX Mall,"Shopping, Experiences, Culture","Samseong COEX Mall, located in Seoul's Gangnam district, is the largest underground shopping mall in Asia, offering a comprehensive space for shopping, culture, and various experiences. The mall houses a wide range of stores, from the latest fashion brands to electronics and bookstores, providing shoppers with diverse options. Additionally, COEX Mall features an aquarium, a cinema, and a convention center that hosts various exhibitions and events, making it a place where visitors can enjoy a full day of activities. Samseong COEX Mall is an ideal spot for those looking to experience the vibrant atmosphere of Gangnam.

The COEX Aquarium, located within the mall, is one of Seoul's premier aquariums, home to over 40,000 marine creatures. It is a popular destination for families, offering an educational and entertaining experience. The Megabox COEX cinema, equipped with luxurious theaters and state-of-the-art facilities, is a favorite among moviegoers for watching the latest films. Moreover, COEX Mall regularly hosts cultural performances and exhibitions, making it a place where visitors can immerse themselves in cultural experiences.

The area around COEX Mall is filled with a variety of restaurants and cafes, providing plenty of options for relaxation after shopping and exploring. Visitors can enjoy a wide range of cuisines, from traditional Korean dishes to international fare. Samseong COEX Mall is a multifaceted complex where shopping, entertainment, and cultural experiences come together, offering a quintessential experience of Seoul's modern and sophisticated side.","37.5126° N, 127.0584° E",서울특별시 강남구 영동대로 513
kor-seoul-0013,북한산,"자연, 체험","북한산은 서울의 북쪽에 위치한 대표적인 산으로, 아름다운 자연 경관과 다양한 등산로로 유명합니다. 국립공원으로 지정된 북한산은 서울 시민뿐만 아니라 관광객들에게도 인기 있는 자연 휴양지로, 사계절 내내 다양한 자연의 아름다움을 즐길 수 있습니다. 특히 가을철 단풍이 유명하며, 정상에서는 서울 도심과 한강의 전경을 한눈에 바라볼 수 있습니다. 북한산은 자연 속에서 여유로운 시간을 보내고자 하는 이들에게 완벽한 휴식처입니다.

북한산에는 초보자부터 숙련된 등산객까지 모두가 즐길 수 있는 다양한 등산로가 마련되어 있습니다. 백운대, 인수봉, 만경대 등 주요 봉우리는 각각 고유의 매력을 가지고 있어, 등산객들이 저마다의 목표를 가지고 산을 오릅니다. 또한, 북한산은 다양한 야생 동식물의 서식지로, 자연 관찰을 좋아하는 이들에게도 훌륭한 탐방지가 됩니다. 산행 중에는 수려한 계곡과 폭포, 그리고 고즈넉한 사찰들을 만날 수 있어 더욱 풍성한 자연 경험을 제공합니다.

북한산은 또한 역사적인 유적지들로도 유명합니다. 산 중턱에는 북한산성, 보국문, 대서문 등의 옛 성곽과 문들이 자리잡고 있어, 산을 오르며 한국의 역사와 문화를 함께 느낄 수 있습니다. 이처럼 북한산은 자연과 역사가 어우러진 특별한 장소로, 서울에서 자연과의 교감을 원하는 이들에게 강력히 추천할 만한 곳입니다.",Bukhansan,"Nature, Experiences","Bukhansan is a prominent mountain located to the north of Seoul, renowned for its stunning natural scenery and diverse hiking trails. As a designated national park, Bukhansan is a popular natural retreat for both Seoul residents and tourists, offering a year-round opportunity to enjoy the beauty of nature. The mountain is particularly famous for its autumn foliage, and from the summit, hikers can take in panoramic views of Seoul and the Han River. Bukhansan is an ideal destination for those seeking a peaceful escape in nature.

Bukhansan offers a variety of hiking trails suitable for everyone, from beginners to experienced hikers. Its major peaks, such as Baegundae, Insubong, and Mangyeongdae, each have their own unique appeal, attracting hikers with different goals. The mountain is also home to a wide range of wildlife, making it a great spot for nature enthusiasts interested in observing flora and fauna. Along the trails, hikers can encounter scenic valleys, waterfalls, and serene temples, enriching the natural experience.

Bukhansan is also known for its historical sites. Scattered throughout the mountain are ancient fortresses and gates, such as Bukhansanseong, Bogukmun, and Daeseomun, allowing hikers to explore Korea's history and culture while ascending the mountain. Bukhansan is a unique place where nature and history intertwine, making it a highly recommended destination for those looking to connect with nature while exploring the rich heritage of Seoul.","37.6586° N, 126.9770° E",서울특별시 강북구 우이동
kor-seoul-0014,청계산,"자연, 체험","청계산은 서울과 경기도의 경계에 위치한 산으로, 수도권 주민들에게 사랑받는 자연 휴양지입니다. 청계산은 비교적 낮은 산이지만, 아름다운 계곡과 울창한 숲으로 둘러싸여 있어 사계절 내내 등산객들이 찾는 인기 명소입니다. 특히 봄과 가을에는 야생화와 단풍이 절경을 이루며, 겨울철에는 눈 덮인 산길이 장관을 이루어 각 계절마다 색다른 매력을 선사합니다. 청계산은 도심에서 가까운 자연 속에서 여유롭게 산책하거나 등산을 즐기기에 최적의 장소입니다.

청계산에는 다양한 난이도의 등산로가 마련되어 있어, 초보자부터 숙련된 등산객까지 모두가 즐길 수 있습니다. 가장 인기 있는 코스는 옛날 길을 따라 정상에 오르는 코스로, 산책하듯 편안하게 산을 오를 수 있습니다. 청계산 정상에서는 수도권 일대의 전경을 감상할 수 있으며, 특히 날씨가 맑은 날에는 멀리 북한산까지도 볼 수 있습니다. 또한, 산행 중에는 여러 쉼터와 전망대가 있어 잠시 휴식을 취하며 자연의 아름다움을 만끽할 수 있습니다.

청계산은 도심에서 가깝고 접근성이 좋아, 주말에 가볍게 다녀올 수 있는 자연 명소로 인기가 많습니다. 산행 후에는 청계산 입구에 위치한 다양한 전통 음식점과 카페에서 식사를 즐기거나, 산책로를 따라 흐르는 맑은 계곡 물소리를 들으며 힐링할 수 있습니다. 청계산은 서울 근교에서 자연과 함께 여유로운 시간을 보내고자 하는 이들에게 추천할 만한 장소입니다.",Cheonggyesan,"Nature, Experiences","Cheonggyesan is a mountain located on the border between Seoul and Gyeonggi Province, beloved by residents of the metropolitan area as a natural retreat. Although relatively low in elevation, Cheonggyesan is surrounded by beautiful valleys and lush forests, making it a popular destination for hikers year-round. In spring and autumn, the mountain is adorned with wildflowers and vibrant foliage, while in winter, snow-covered trails offer a picturesque landscape, providing a different charm in every season. Cheonggyesan is an ideal spot for leisurely walks or hiking in nature, close to the city.

Cheonggyesan offers a variety of trails suitable for all levels, from beginners to experienced hikers. The most popular route follows the old path to the summit, allowing for a gentle and relaxed ascent. From the top of Cheonggyesan, hikers can enjoy panoramic views of the surrounding metropolitan area, and on clear days, even Bukhansan can be seen in the distance. Along the trails, there are several rest areas and viewpoints where hikers can take a break and appreciate the natural beauty.

Cheonggyesan's proximity to the city and easy accessibility make it a popular spot for a quick weekend getaway. After hiking, visitors can enjoy traditional meals at the various restaurants and cafes located near the entrance of the mountain, or relax to the soothing sound of the clear streams that flow along the trails. Cheonggyesan is highly recommended for those looking to spend a peaceful time in nature close to Seoul.","37.4464° N, 127.0565° E",서울특별시 서초구 내곡동
kor-seoul-0015,명동,"쇼핑, 체험, 문화","명동은 서울의 대표적인 쇼핑 및 관광 명소로, 국내외 관광객들에게 사랑받는 활기찬 거리입니다. 명동은 다양한 패션 브랜드와 화장품 매장들이 밀집해 있어 쇼핑의 중심지로 잘 알려져 있으며, 최신 유행을 반영한 다양한 상품을 만나볼 수 있는 곳입니다. 명동의 거리는 항상 활기가 넘치며, 거리 곳곳에 위치한 노점상에서는 길거리 음식을 비롯한 다양한 먹거리를 즐길 수 있습니다. 이곳은 서울의 트렌디한 문화를 체험하고자 하는 이들에게 필수 방문지로 꼽힙니다.

명동은 쇼핑 외에도 다양한 체험과 볼거리를 제공합니다. 명동성당은 한국 가톨릭의 중심지로, 아름다운 고딕 양식의 건축물로 유명하며, 많은 사람들이 명동을 찾는 이유 중 하나입니다. 또한, 명동 극장과 다양한 공연장이 있어 전통 공연부터 현대적인 뮤지컬까지 다양한 문화 공연을 즐길 수 있습니다. 이처럼 명동은 쇼핑뿐만 아니라 문화와 예술을 함께 경험할 수 있는 복합적인 공간입니다.

명동은 서울의 중심에 위치해 있어 접근성이 뛰어나며, 주변에는 남대문 시장, 남산 서울타워 등 다른 인기 명소들이 가까이 위치해 있어 함께 방문하기 좋습니다. 명동은 특히 밤이 되면 더욱 활기차며, 다양한 야경과 쇼핑을 즐길 수 있는 장소로 인기가 많습니다. 명동은 서울의 에너지와 현대적인 감성을 동시에 느낄 수 있는 곳으로, 쇼핑과 문화 체험을 원하는 모든 방문객들에게 추천할 만한 명소입니다.",Myeongdong,"Shopping, Experiences, Culture","Myeongdong is one of Seoul's most iconic shopping and tourist destinations, beloved by both domestic and international visitors for its vibrant atmosphere. Myeongdong is renowned as a shopping hub, with a dense concentration of fashion brands and cosmetics stores where visitors can find the latest trends. The streets of Myeongdong are always bustling, and the numerous street vendors offer a variety of street foods and snacks. This area is a must-visit for those looking to experience Seoul's trendy culture.

Myeongdong offers more than just shopping; it also provides a range of experiences and attractions. Myeongdong Cathedral, a central site of Catholicism in Korea, is famous for its beautiful Gothic architecture and is a key reason many people visit Myeongdong. Additionally, the area hosts Myeongdong Theater and various performance venues where visitors can enjoy cultural performances, ranging from traditional shows to modern musicals. Myeongdong is thus a multifaceted space where you can enjoy both shopping and cultural experiences.

Located in the heart of Seoul, Myeongdong is highly accessible and is close to other popular attractions such as Namdaemun Market and Namsan Seoul Tower, making it convenient to visit multiple sites in one trip. Myeongdong is particularly lively at night, offering a vibrant nightlife and shopping experience. It is a place where you can feel the energy and modern spirit of Seoul, making it a recommended destination for all visitors seeking shopping and cultural experiences.","37.5636° N, 126.9852° E",서울특별시 중구 명동길 32
kor-seoul-0016,을지로 치맥거리,"체험, 식당, 문화","을지로 치맥거리는 서울에서 가장 유명한 치킨과 맥주(치맥)를 즐길 수 있는 거리 중 하나로, 현지인과 관광객 모두에게 인기 있는 먹거리 명소입니다. 을지로 일대는 오래된 골목과 현대적인 분위기가 공존하는 독특한 지역으로, 다양한 치킨 전문점과 맥주집들이 밀집해 있어, 퇴근 후 또는 주말 저녁에 많은 사람들이 모여들어 활기찬 분위기를 자아냅니다. 을지로 치맥거리는 서울의 밤문화를 체험하고, 한국의 대중적인 음식 문화를 맛볼 수 있는 곳으로 유명합니다.

이곳에서는 전통적인 프라이드 치킨부터 매콤한 양념 치킨, 다양한 맛의 치킨 메뉴를 맛볼 수 있으며, 맥주와 함께 즐기는 치킨의 조합은 을지로 치맥거리의 하이라이트 중 하나입니다. 각 가게마다 고유의 맛과 스타일을 자랑하며, 이곳을 찾는 이들은 자신만의 맛집을 발견하는 재미를 느낄 수 있습니다. 을지로의 오래된 골목길을 따라 걷다 보면, 과거와 현재가 공존하는 독특한 분위기를 만끽할 수 있습니다.

을지로 치맥거리는 서울의 또 다른 면모를 보여주는 장소로, 현대적인 바와 전통적인 포장마차가 어우러져 다양한 먹거리와 음료를 즐길 수 있는 곳입니다. 밤이 되면 거리는 더욱 활기를 띠며, 친구, 가족, 동료들과 함께 즐길 수 있는 장소로 인기가 많습니다. 을지로 치맥거리는 한국의 독특한 음식 문화를 경험하고, 서울의 진정한 로컬 분위기를 느낄 수 있는 완벽한 장소입니다.",Euljiro Chimaek Street,"Experiences, Dining, Culture","Euljiro Chimaek Street is one of Seoul's most famous areas to enjoy chicken and beer (""chimaek""), popular with both locals and tourists. The Euljiro area is known for its mix of old alleys and modern vibes, with numerous chicken restaurants and beer pubs clustered together. The lively atmosphere attracts many people, especially after work or on weekend evenings. Euljiro Chimaek Street is a well-known spot to experience Seoul's nightlife and enjoy the widespread food culture of Korea.

Here, you can savor a variety of chicken dishes, from traditional fried chicken to spicy seasoned chicken, all best enjoyed with a cold beer. Each restaurant boasts its unique flavors and styles, and visitors often enjoy discovering their favorite spots along the street. Walking through the old alleys of Euljiro, you can appreciate the unique blend of past and present that defines the area.

Euljiro Chimaek Street showcases a different side of Seoul, where modern bars and traditional pojangmacha (street stalls) coexist, offering a wide range of food and drinks. As night falls, the street becomes even more lively, making it a popular place to hang out with friends, family, and colleagues. Euljiro Chimaek Street is the perfect spot to experience Korea's unique food culture and to feel the authentic local atmosphere of Seoul.","37.5660° N, 126.9912° E",서울특별시 중구 을지로 3가
kor-seoul-0017,예술의 전당,"예술, 문화, 체험","예술의 전당은 서울에서 가장 중요한 문화 예술의 중심지 중 하나로, 다양한 공연, 전시, 그리고 문화 프로그램이 열리는 복합 문화 공간입니다. 1988년에 개관한 이곳은 오페라하우스, 음악당, 서예박물관, 그리고 한가람미술관 등 여러 시설을 갖추고 있어, 연중 내내 다양한 예술적 경험을 제공합니다. 클래식 음악 공연부터 현대미술 전시까지, 예술의 전당은 모든 예술 애호가들에게 꼭 방문해야 할 명소로 꼽힙니다.

예술의 전당의 대표적인 시설 중 하나인 오페라하우스는 세계적인 수준의 무대를 자랑하며, 오페라, 발레, 뮤지컬 등 다양한 공연이 열립니다. 또한, 음악당에서는 국내외 최정상급 연주자들의 공연이 정기적으로 열리며, 서예박물관과 한가람미술관에서는 한국 전통 예술과 현대 미술을 감상할 수 있는 전시가 자주 개최됩니다. 이러한 다채로운 프로그램들은 예술의 전당을 서울의 대표적인 문화 예술 공간으로 자리매김하게 합니다.

예술의 전당은 또한 다양한 문화 체험 프로그램을 통해 대중에게 예술을 더 가깝게 다가가게 합니다. 어린이와 성인을 위한 교육 프로그램, 워크숍, 강연 등이 마련되어 있으며, 예술의 전당을 방문하면 예술적 영감을 얻고 창의력을 키울 수 있는 기회를 제공합니다. 서울의 현대적이면서도 깊이 있는 문화 예술을 경험하고자 하는 이들에게 예술의 전당은 필수적인 방문지입니다.",Seoul Arts Center (SAC),"Art, Culture, Experiences","Seoul Arts Center (SAC) is one of the most significant cultural and artistic hubs in Seoul, offering a wide range of performances, exhibitions, and cultural programs. Opened in 1988, the center features several facilities, including the Opera House, Music Hall, Calligraphy Museum, and Hangaram Art Museum, providing diverse artistic experiences throughout the year. From classical music performances to contemporary art exhibitions, Seoul Arts Center is a must-visit destination for all art lovers.

The Opera House at SAC is renowned for its world-class stage, hosting various performances such as operas, ballets, and musicals. The Music Hall regularly features concerts by top-tier domestic and international musicians, while the Calligraphy Museum and Hangaram Art Museum frequently hold exhibitions showcasing traditional Korean art and contemporary works. These diverse programs make SAC a leading cultural and artistic venue in Seoul.

Seoul Arts Center also offers various cultural experience programs that bring art closer to the public. Educational programs, workshops, and lectures for both children and adults are available, providing visitors with opportunities to gain artistic inspiration and develop creativity. For those looking to experience the depth and diversity of Seoul's modern culture and arts, Seoul Arts Center is an essential destination.","37.4802° N, 127.0146° E",서울특별시 서초구 남부순환로 2406
kor-seoul-0018,덕수궁 미술관,"예술, 문화","덕수궁 미술관은 서울 덕수궁 내에 위치한 현대미술 전문 미술관으로, 한국의 역사적 궁궐과 현대미술이 조화를 이루는 독특한 공간입니다. 1998년에 개관한 덕수궁 미술관은 국립현대미술관의 분관으로, 주로 한국 현대미술을 중심으로 다양한 전시를 선보입니다. 덕수궁의 전통적이고 역사적인 분위기 속에서 현대미술을 감상할 수 있어, 예술 애호가들에게 특별한 경험을 제공합니다.

덕수궁 미술관은 전시뿐만 아니라 다양한 문화 프로그램과 교육 활동을 통해 대중에게 현대미술을 더욱 가깝게 다가가게 합니다. 전시된 작품들은 회화, 조각, 설치미술 등 다양한 장르를 아우르며, 한국을 비롯한 국제적인 현대미술의 흐름을 보여줍니다. 또한, 덕수궁의 아름다운 정원과 어우러져 미술관을 방문하는 관람객들에게 전시 외에도 고즈넉한 산책의 즐거움을 선사합니다.

덕수궁 미술관은 서울의 중심부에 위치해 있어 접근성이 뛰어나며, 덕수궁과 인근의 다른 문화 유적지들과 함께 방문하기 좋은 명소입니다. 이곳에서 관람객들은 한국의 전통과 현대가 만나는 공간에서 깊이 있는 예술적 경험을 할 수 있으며, 서울에서의 예술 탐방에 있어 중요한 거점으로 자리잡고 있습니다. 덕수궁 미술관은 한국 현대미술에 관심 있는 이들에게 필수적인 방문지입니다.",Deoksugung Art Museum,"Art, Culture","Deoksugung Art Museum, located within Deoksugung Palace in Seoul, is a museum dedicated to contemporary art, offering a unique space where Korea's historic palace setting meets modern art. Opened in 1998 as an annex of the National Museum of Modern and Contemporary Art, Deoksugung Art Museum primarily features exhibitions focused on Korean contemporary art. The museum provides art enthusiasts with a special experience, blending the traditional and historical atmosphere of Deoksugung with the appreciation of modern art.

In addition to exhibitions, Deoksugung Art Museum offers various cultural programs and educational activities that bring contemporary art closer to the public. The displayed works cover a wide range of genres, including painting, sculpture, and installation art, reflecting both Korean and international trends in contemporary art. The museum's beautiful garden setting within Deoksugung adds to the visitors' experience, offering a serene place to stroll after viewing the exhibitions.

Conveniently located in the heart of Seoul, Deoksugung Art Museum is easily accessible and can be visited alongside other nearby cultural and historical sites. Here, visitors can enjoy a deep artistic experience in a space where tradition and modernity converge, making it an essential stop for those interested in exploring contemporary art in Seoul. Deoksugung Art Museum is a must-visit destination for anyone with an interest in Korean contemporary art.","37.5657° N, 126.9749° E",서울특별시 중구 세종대로 99
kor-seoul-0019,남산 케이블카,"체험, 자연, 문화","남산 케이블카는 서울의 남산 정상으로 오르는 가장 인기 있는 교통수단 중 하나로, 서울의 아름다운 전경을 감상하며 남산타워에 도착할 수 있는 즐거운 체험을 제공합니다. 1962년에 개통된 남산 케이블카는 서울에서 가장 오래된 케이블카로, 많은 관광객들과 현지인들이 이용하는 명소입니다. 케이블카를 타고 오르는 동안 서울의 스카이라인을 한눈에 바라볼 수 있으며, 특히 야경이 아름다워 저녁 시간에 많은 사람들이 찾습니다.

남산 케이블카는 서울 도심과 자연을 동시에 즐길 수 있는 특별한 경험을 제공합니다. 케이블카를 타고 올라 남산타워에 도착하면, 서울의 대표적인 랜드마크인 N서울타워를 방문할 수 있으며, 전망대에서 서울 전역을 360도로 감상할 수 있습니다. 남산 케이블카는 도심 속에서 자연과 함께하는 휴식을 원하는 이들에게 완벽한 선택입니다.

남산 케이블카는 명동과 인접해 있어, 서울 여행 중 쉽게 접근할 수 있는 위치에 있습니다. 케이블카 탑승 후 남산 산책로를 따라 걸으며 자연을 만끽할 수 있으며, 서울의 역사와 문화를 함께 체험할 수 있는 기회를 제공합니다. 남산 케이블카는 서울에서의 특별한 여행 경험을 찾는 이들에게 필수적인 코스입니다.",Namsan Cable Car,"Experiences, Nature, Culture","Namsan Cable Car is one of the most popular ways to reach the top of Namsan Mountain, offering a delightful experience while enjoying panoramic views of Seoul. Opened in 1962, Namsan Cable Car is the oldest cable car in Seoul, and it attracts both tourists and locals alike. The ride offers a stunning view of Seoul's skyline, particularly beautiful at night, making it a popular evening destination.

The Namsan Cable Car provides a unique experience where visitors can enjoy both the cityscape and nature. Upon reaching the top, you can visit the iconic N Seoul Tower, one of Seoul's most famous landmarks, and enjoy a 360-degree view of the entire city from the observatory. The Namsan Cable Car is a perfect choice for those looking to relax in nature while staying close to the city.

Conveniently located near Myeongdong, Namsan Cable Car is easily accessible during a trip to Seoul. After the cable car ride, you can explore the walking trails around Namsan, immersing yourself in nature while experiencing Seoul's history and culture. Namsan Cable Car is a must-do activity for anyone seeking a unique and memorable experience in Seoul.","37.5586° N, 126.9882° E",서울특별시 중구 소파로 83
kor-seoul-0020,남산 돈가스,"식당, 체험, 문화","남산 돈가스는 서울 남산 지역에서 오랜 역사를 자랑하는 인기 있는 식당으로, 두툼하고 바삭한 돈가스로 유명합니다. 남산 케이블카와 인접해 있어, 남산을 방문하는 많은 관광객들이 꼭 들르는 맛집 중 하나입니다. 이곳에서 제공하는 돈가스는 크고 두툼한 고기를 사용해 겉은 바삭하고 속은 부드러운 식감을 자랑하며, 현지인과 관광객 모두에게 사랑받고 있습니다. 남산의 아름다운 경관을 즐기며 맛있는 돈가스를 맛볼 수 있어 특별한 식사 경험을 선사합니다.

남산 돈가스는 전통적인 돈가스뿐만 아니라 다양한 메뉴를 제공하여, 가족 단위 방문객에게도 적합한 식당입니다. 특히, 푸짐한 양과 합리적인 가격으로 많은 사람들이 만족할 수 있는 식사를 제공합니다. 또한, 이곳은 한국 드라마와 영화의 촬영지로도 유명하여, 한류 팬들에게도 인기가 많습니다. 식사를 마친 후에는 인근의 남산타워나 남산공원을 산책하며 서울의 자연과 문화를 만끽할 수 있습니다.

남산 돈가스는 남산의 역사와 함께한 오랜 전통을 자랑하는 식당으로, 서울 여행 중 놓칠 수 없는 명소 중 하나입니다. 이곳에서 식사를 하면 한국의 독특한 외식 문화를 체험할 수 있으며, 남산의 경치를 즐기며 여유로운 시간을 보낼 수 있습니다. 남산 돈가스는 서울에서의 특별한 미식 경험을 원하는 이들에게 강력히 추천되는 장소입니다.",Namsan Donkatsu,"Dining, Experiences, Culture","Namsan Donkatsu is a popular and long-standing restaurant in the Namsan area of Seoul, famous for its thick and crispy pork cutlets (donkatsu). Located near the Namsan Cable Car, it is a must-visit spot for many tourists exploring Namsan. The restaurant's donkatsu is known for its large, thick pieces of meat that are crispy on the outside and tender on the inside, making it a favorite among both locals and visitors. Enjoying a delicious donkatsu meal while taking in the beautiful scenery of Namsan offers a unique dining experience.

Namsan Donkatsu offers a variety of menu options in addition to traditional donkatsu, making it a suitable choice for families. The generous portions and reasonable prices ensure that everyone leaves satisfied. The restaurant is also famous as a filming location for Korean dramas and movies, making it a popular spot for Hallyu (Korean Wave) fans. After your meal, you can take a stroll to nearby N Seoul Tower or Namsan Park to further enjoy the natural beauty and culture of Seoul.

Namsan Donkatsu is a restaurant with a long tradition intertwined with the history of Namsan, making it a must-visit during a trip to Seoul. Dining here provides a chance to experience Korea's unique dining culture while relaxing and enjoying the scenic views of Namsan. Namsan Donkatsu is highly recommended for anyone seeking a special culinary experience in Seoul.","37.5511° N, 126.9882° E",서울특별시 중구 소파로 83-1
